exercise_id,name,disposition,is_movement,family,modality,equipment,load_position,stance,range_depth,symmetry,grip_orientation,grip_width,bench_angle,identity_styles,modifier_note,goals,primary_muscles,secondary_muscles,generated_name_preview,name_action,confidence,note,variant_label,new_attributes
98ca656f-c6d2-497e-b734-84e4ce38fa8f,Alternating Front Extension,derives:Raise,false,Push/Press,Weightlifting,Dumbbell,,,,Alternating,,,,,,Strength,Triceps,,Front Alternating Raise,keep-custom,low,FLAG still ambiguous (no description): read as an alternating front raise. Confirm with user; if it is a triceps press-out it moves to Press with style Crush,,direction:Front
402b0f81-7d42-4705-8bc3-c5ea3df15026,Alternating Gorilla Rows,derives:Bent-Over Row,false,Pull,Weightlifting,Kettlebell,,,,Alternating,,,,,,Strength,Lats;Upper Back,Biceps;Core;Forearms / Grip,Alternating Kettlebell Bent-Over Row,rename-to:Alternating Gorilla Row,medium,gorilla (bells-on-floor) stance not expressible; name singularized,,
7da78ee8-5cb1-469d-ab41-6259bf202a8e,Alternating Gunslinger Cleans,derives:Clean,false,Olympic,Weightlifting,Kettlebell,Suitcase,,,Alternating,,,,,,Strength,Glutes;Shoulders,Core;Forearms / Grip;Hamstrings;Quads,Alternating Kettlebell Suitcase Clean,keep-custom,low,gunslinger = suitcase-position KB clean; dialect name kept pending user call,,
e6d7e93a-20ad-4250-83ef-c6c07e702653,Alternating Kickstand Swing,derives:Swing,false,Swing,Weightlifting,Kettlebell,,Staggered,,Alternating,,,,,,MetCon,Glutes;Hamstrings,Core;Forearms / Grip;Lower Back,Staggered Alternating Swing,keep-custom,medium,Staggered stance + Alternating,,
f0b6fe29-c3b0-4c1e-a7f2-7ed11a013056,Alternating Lunge ,derives:Lunge,false,Lunge,Gymnastics,Bodyweight,,,,Alternating,,,,,,Strength,Glutes;Hamstrings;Quads,Calves;Core;Hip Flexors,Alternating Lunge,adopt-generated,high,adopting generated name trims trailing space; child re-parented to core,,
7f9583a4-9c4f-4680-a45c-04822718737f,Alternating Reverse Lunges,derives:Lunge,false,Lunge,Gymnastics,Bodyweight,,,,Alternating,,,,,,Strength,Glutes;Quads,Calves;Core;Hamstrings,Reverse Alternating Lunge,rename-to:Alternating Reverse Lunge,medium,RESOLVED COLLISION: Direction Reverse replaces the collision with Alternating Lunge,,direction:Reverse
e33b16d7-94a3-4993-b208-37bad81577cd,Alternating Single-Dumbbell Lunge,derives:Lunge,false,Lunge,Gymnastics,Dumbbell,Suitcase,,,Alternating,,,,,,Strength,Glutes;Hamstrings;Quads,Calves;Core;Forearms / Grip;Hip Flexors;Lower Back,Alternating Dumbbell Suitcase Lunge,keep-custom,high,DB + Alternating; re-parent from Alternating Lunge to core,,
4981bd90-d1c2-4251-a296-d5fa565ec09b,Around The Worlds,core:Around the World,false,Rotation,Gymnastics,,,,,,,,,,,Strength,Core;Obliques,Shoulders,Around the World,rename-to:Around the World,high,PROMOTED CORE,,core_default_equipment:Bodyweight
2fc183f8-e1a0-4a1e-ac1c-be4bf2871366,Back Squat ,derives:Squat,true,Squat,Gymnastics,Barbell,Back,,,,,,,,,Strength,Glutes;Hamstrings;Quads,Core;Lower Back;Upper Back,Back Squat,adopt-generated,high,Back load implies Barbell (suppressed); adopting generated name fixes the trailing space,,
fbc40045-4a5a-4b78-a3da-77f59e94def5,Balanced Knee Tucks,derives:Leg Raise,false,Midline,Gymnastics,Bodyweight;Floor,,,Partial,,,,,,,Strength,Core,Hip Flexors,Partial Leg Raise,keep-custom,high,knee tuck = partial-range leg raise,,
9194464a-7fbe-4c0a-aba8-e95d202cbcf9,Ballistic Row,derives:Bent-Over Row,false,Pull,Weightlifting,Kettlebell,,,,,,,,Plyometric,,Strength,Lats;Upper Back,Biceps;Core;Forearms / Grip,Plyo Kettlebell Bent-Over Row,keep-custom,low,explosive KB row; Plyo style; may be outlier,,
2e76626e-5a55-4c02-b52c-0745fa4a1ec2,Band Lateral Walk,outlier,true,Activation,Recovery,Bands;Floor,,,,,,,,,,Mobility,Glutes;Hip Abductors,Core;Hip Flexors;Quads,,keep-custom,high,activation station; un-parent from Lunge (misfile); current Offset/Athletic/Partial seed values drop,,
dfd043b7-df25-450c-bba9-d67f45e26db9,Bar Muscle-Up,derives:Muscle-Up,true,Ring/Bar,Gymnastics,Bar,,,,,,,,,,Skill,Lats;Triceps;Upper Back,Biceps;Core;Forearms / Grip;Shoulders,Bar Muscle-Up,adopt-generated,high,equipment Bar (Rings is the default),,
5d7a7bde-c085-403a-8eb4-79d3aafa4d53,Bar Push-Up,derives:Push-Up,false,Push/Press,Gymnastics,Barbell,,,,,,,,,,Strength,Chest;Triceps,Core;Shoulders,Barbell Push-Up,adopt-generated,medium,hands on barbell; adopt 'Barbell Push-Up',,
220c6ac2-8878-4080-9e3d-d9368cf1e6ff,Barbell Bench Press (Medium Grip),duplicate-of:Bench Press,false,Push/Press,Weightlifting,Barbell;Bench,,,,,,,,,,Strength,Chest;Shoulders;Triceps,,,keep-custom,high,merges into core Bench Press,,
01f01e3a-393d-4819-8834-cf25ea1ba04a,Barbell Curl,core:Curl,false,Pull,Weightlifting,,,,,,,,,,,Strength,Biceps,,Curl,rename-to:Curl,high,"NEW CORE (corrected principle): derivation root for the 17-row curl cluster; Barbell is its silent default equipment (mirrors Bench Press); accessory core so is_movement stays false; core carries no equipment (new convention); default ""Barbell"" is name-suppression only, not identity",,core_default_equipment:Barbell
61ea1015-5200-40ea-8ead-83effcd50cc6,Barbell Deadlift,duplicate-of:Deadlift,false,Hinge,Weightlifting,Barbell,,,,,,,,,,Strength,Forearms / Grip;Glutes;Hamstrings;Lower Back,,,keep-custom,high,merges into core Deadlift,,
02f06475-07ec-4b9b-85cf-dd3840810816,Barbell Incline Bench Press (Medium-Grip),derives:Bench Press,false,Push/Press,Weightlifting,Barbell;Bench,,,,,,,Incline,,,Strength,Chest;Shoulders;Triceps,,Incline Bench Press,adopt-generated,high,Bench Angle addendum resolves this; generated 'Incline Bench Press',,
e1416c31-a647-4a0d-845b-aea974cef547,Barbell Row,duplicate-of:Bent-Over Row,false,Pull,Weightlifting,Barbell,,,,,,,,,,Strength,Biceps;Upper Back,,,keep-custom,high,DELTA from Gate A: merges into new core Bent-Over Row (its canonical barbell form),,
ce983988-cf48-41df-a1c3-e2b2155ea8d1,Barbell Shrug,outlier,false,Pull,Weightlifting,Barbell,,,,,,,,,,Strength,Forearms / Grip;Neck / Traps;Upper Back,,,keep-custom,high,"trap isolation; Shrug core REJECTED - it is the only shrug row in the catalog, no sibling to derive",,
4975ca4a-1dcd-40e9-9c74-0e8529a90c0e,Barbell Squat,duplicate-of:Back Squat,false,Squat,Weightlifting,Barbell,Back,,,,,,,,,Strength,Glutes;Hamstrings;Quads,,,keep-custom,high,merges into Back Squat; name -> wild alias,,
81b5afdb-461c-4563-8b0c-a9cdeb2bb124,Bench Press,core:Bench Press,true,Push/Press,Weightlifting,,,,,,,,,,,Strength,Chest;Shoulders;Triceps,,Bench Press,keep-custom,high,"promoted core; Barbell+Bench are its silent default equipment (mirrors load-position implication); core carries no equipment (new convention); default ""Barbell;Bench"" is name-suppression only, not identity",,"core_default_equipment:Barbell,Bench"
71bf3a1d-b380-409d-ab64-d6f54b5d2013,Bent Over Barbell Row,duplicate-of:Bent-Over Row,false,Pull,Weightlifting,Barbell,,,,,,,,,,Strength,Biceps;Lats;Upper Back,,,keep-custom,high,DELTA: merges into core Bent-Over Row,,
2aece0cc-fc42-42a6-b0cf-685a5cea1702,Bent Over Row,duplicate-of:Kettlebell Bent-Over Row,false,Pull,Weightlifting,Kettlebell,,,,,,,,,,Strength,Lats;Upper Back,Biceps;Core;Forearms / Grip;Lower Back,,keep-custom,medium,KB-equipped; merges into Kettlebell Bent-Over Row,,
94b99564-ebb0-4f89-985f-8b4fb7ff27b5,Bent Over Two-Dumbbell Row,derives:Bent-Over Row,false,Pull,Weightlifting,Dumbbell,,,,,,,,,,Strength,Biceps;Lats;Upper Back,,Dumbbell Bent-Over Row,adopt-generated,high,generated 'Dumbbell Bent-Over Row' beats the import name,,
318731bc-0b26-4779-9aeb-f20eb1780c6d,Bicep Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell,,,,,,,,,,Strength,Biceps;Forearms / Grip,,Dumbbell Curl,adopt-generated,high,Dumbbell; generic import name replaced by the generated form,,
2997561f-fe30-4e81-a9cf-00548ea689ff,Bicycles,derives:Crunch,false,Midline,Gymnastics,Bodyweight;Floor,,,,Alternating,,,,,,Strength,Core;Obliques,Hip Flexors,Alternating Crunch,keep-custom,high,Alternating cross-body crunch; separated from Elbow-To-Knee by symmetry Alternating (declared compromise),,
1cd276db-2c03-491c-a006-b2d1ec0ddfed,Bike,core:Bike,true,Bike,Monostructural,,,,,,,,,,,MetCon,Full Body,,Bike,keep-custom,high,"promoted core; assault_bike tag folds into Bike (Q6); Assault/Echo stay aliases; core carries no equipment (new convention); default ""Bike"" is name-suppression only, not identity",,core_default_equipment:Bike
c2b1e158-ea6c-4f67-8db0-3177640b14a7,Boat Rows,derives:Bent-Over Row,false,Midline,Weightlifting,Kettlebell,,V-Sit,,,,,,,,Strength,Core;Upper Back,Biceps;Hip Flexors;Lats,V-Sit Kettlebell Bent-Over Row,keep-custom,low,stance V-Sit (boat pose),,stance:V-Sit
9576a843-c3c2-415a-a21d-38c0088a8290,Body Waves,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Core;Lower Back,Hip Flexors;Shoulders,,keep-custom,high,recovery/mobility,,
fc86b911-7b6d-4999-941c-226a3d78efa1,Bound Ups,outlier,false,Mobility,Recovery,Bodyweight,,,,,,,,,,Mobility,Calves;Quads,Glutes;Hamstrings,,keep-custom,high,recovery/mobility,,
71367b5a-0afe-4af0-a6ea-d00a8fc45690,Box Jump,derives:Jump,true,Plyometric,Gymnastics,Box;Bodyweight;Floor,,,Box,,,,,,,MetCon;Skill,Calves;Glutes;Hamstrings;Quads,Core;Hip Flexors;Lower Back,Box Jump,adopt-generated,high,range Box implies equipment Box (suppressed) - the 'Box Box Jump' rule exercised,,
3ea89e52-8ef8-458e-a66a-307bd078c219,Bulgarian Split Squat,derives:Lunge,true,Lunge,Gymnastics,Bench;Bodyweight,,Split,,Unilateral,,,,,,Strength,Glutes;Quads,,Split Bench Lunge,keep-custom,high,rear-foot-elevated Split + Bench; 'Bulgarian' is the world's name,,
f5bf41cb-7241-4b46-a656-1015ffbddf21,Burpee,core:Burpee,true,Plyometric,Gymnastics,,,,,,,,,,,MetCon,Chest;Core;Glutes;Quads;Shoulders,Calves;Hamstrings;Lower Back;Triceps,Burpee,keep-custom,high,"promoted core; un-parent from Squat; family Squat -> Plyometric; core carries no equipment (new convention); default ""Bodyweight;Floor"" is name-suppression only, not identity",,"core_default_equipment:Bodyweight,Floor"
8d526913-85b9-46a7-95b3-0a262dd24957,Butterfly Sit-Up,derives:Sit-Up,false,Midline,Gymnastics,Bodyweight;Floor,,,,,,,,Butterfly,,Strength,Core,Hip Flexors,Butterfly Sit-Up,adopt-generated,medium,Butterfly style value or curated name,,
47d9bcba-1b05-4a77-bf42-c908d1b8ea95,Cable Crunch,derives:Crunch,false,Midline,Weightlifting,Cable,,,,,,,,,,Strength,Core,,Cable Crunch,adopt-generated,high,Cable (approved addendum),,
c5605994-39b6-4a45-afb4-c4d8e949d8cb,Cable Curl,derives:Curl,false,Pull,Weightlifting,Cable,,,,,,,,,,Strength,Biceps,Forearms / Grip,Cable Curl,adopt-generated,high,Cable (approved addendum),,
fdbe541d-95b5-4b16-b80d-688f54ef50ed,Cable Flys,derives:Chest Fly,false,Push/Press,Weightlifting,Cable,,,,,,,,,,Strength,Chest,,Cable Chest Fly,adopt-generated,high,"Cable (standing crossover, no bench); plural dialect replaced",,
f144f028-65b4-4209-9605-a479de7252bc,Cable Rope Curl,duplicate-of:Cable Curl,false,Pull,Weightlifting,Cable,,,,,,,,,,Strength,Biceps,Forearms / Grip,,keep-custom,high,rope attachment is not identity (same rule as Tricep Pushdown - Rope Attachment); climbing-Rope mis-tag drops; merges into Cable Curl,,
83822f11-0b85-4358-bef4-1c8c8043187e,Cable Rope Overhead Triceps Extension,derives:Triceps Extension,false,Push/Press,Weightlifting,Cable,,,,,,,,,,Strength,Triceps,,Overhead Cable Triceps Extension,keep-custom,high,Arm Position Overhead,,arm_position:Overhead
dd9ffabd-3eb7-4ba7-b178-70175e4fd786,Cable Zercher Pull Through,outlier,false,Hinge,Weightlifting,Cable,,,,,,,,,,Strength,Glutes,Core;Hamstrings,,keep-custom,medium,cable pull-through; hinge accessory,,
c597cd87-17ba-4b3f-946e-c6019d2fadb5,Cable-Resisted Reverse Crunch,derives:Reverse Crunch,false,Midline,Weightlifting,Cable,,,,,,,,,,Strength,Core,Hip Flexors,Cable Reverse Crunch,adopt-generated,high,Cable (approved addendum),,
2c3aae99-237b-4c58-8622-13a25f1dc9e4,Cable-Resisted Toe Touches,derives:Crunch,false,Midline,Weightlifting,Cable,,,,,,,,,,Strength,Core,Hip Flexors,Cable Toe-Tap Crunch,keep-custom,high,bare EQ Cable would collide with Cable Crunch; variant toe-tap resolves it,toe-tap,variant:toe-tap
e85ddbba-191e-4f21-a16f-603ed76ee475,Calf Press on the Leg Press Machine,derives:Calf Raise,false,Activation,Weightlifting,Machine,,Supine,,,,,,,,Strength,Calves,,Supine Machine Calf Raise,rename-to:Leg Press Calf Press,high,Machine + Supine (reclined on the sled); Supine is what separates it from Seated Calf Raise,,equipment:Machine
10f0f59b-5673-42c7-810e-9256838ea77f,Chest-to-Bar,derives:Pull-Up,true,Pull,Gymnastics,Bar,,,,,,,,,,Skill,Biceps;Lats;Upper Back,,Chest-to-Bar Pull-Up,keep-custom,high,RESOLVED COLLISION: variant chest-to-bar replaces the declared collision with the Pull-Up core (beyond-full ROM has no range value),chest-to-bar,variant:chest-to-bar
de68bf32-b80f-4a1f-8ad6-68c6b1ae232c,Child's Pose Flow,outlier,false,Stretching,Recovery,Floor,,,,,,,,,,Mobility,Shoulders;Upper Back,Hip Flexors;Lats,,keep-custom,high,recovery/mobility,,
b23b3d0b-de50-4526-8e28-e18377ad9767,Clean,core:Clean,true,Olympic,Weightlifting,,,,,,,,,,,Skill;Strength,Glutes;Hamstrings;Neck / Traps;Quads,Calves;Core;Forearms / Grip;Lats;Shoulders,Clean,keep-custom,high,"keep as-is; core carries no equipment (new convention); default ""Barbell"" is name-suppression only, not identity",,core_default_equipment:Barbell
b9b1951c-aaf8-4fde-a82b-2e3dc91ac158,Close Grip Dumbbell Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,Close,,,,Strength,Triceps,Chest;Shoulders,Close-Grip Dumbbell Bench Press,adopt-generated,high,Close grip width + Dumbbell,,
5645395b-73b1-49de-bb95-35d2bdc49749,Close Grip Seated Hammer Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell,,Seated,,,Neutral,Close,,,,Strength,Biceps,Forearms / Grip,Close-Grip Neutral-Grip Seated Dumbbell Curl,keep-custom,medium,Neutral orientation + Close width + Seated; generated stacks three band-25/30 fragments so the world name is kept,,
2a5c6596-8af7-4c27-991e-2badf46feea1,Close-Grip Barbell Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Barbell;Bench,,,,,,Close,,,,Strength,Chest;Triceps,,Close-Grip Bench Press,adopt-generated,high,generated 'Close-Grip Bench Press' (Barbell silent as core default),,
9c94cfce-f41b-46b7-be88-8d08ae3b53a9,Concentration Curl,derives:Curl,false,Pull,Weightlifting,Dumbbell,,,,Unilateral,,,,,,Strength,Biceps,Forearms / Grip,Concentration Dumbbell Curl,keep-custom,high,Arm Position Braced (fragment Concentration) - the declared generated-name collision with Dumbbell Curl is now resolved too,,arm_position:Braced
b13b9b6a-30eb-493d-afa3-67e818dba85b,Cool-Down Walk,outlier,true,Run,Recovery,Bodyweight,,,,,,,,,,Recovery,Full Body,,,keep-custom,high,recovery station; goal Cool-Down folds into Recovery per dictionary,,
9777d13f-6f01-415e-b95d-1ceb2b5696e4,Copenhagen Side Plank,derives:Plank,false,Midline,Gymnastics,Bodyweight;Bench,,,,,,,,,,Strength,Hip Adductors,Core;Obliques;Shoulders,Side Bench Plank,keep-custom,high,"Support Position Side + Bench (top leg elevated, per description); world name kept",,support_position:Side
f6c0b711-4edc-445e-9790-eb93b773e2ca,Cossack Squats,derives:Squat,false,Squat,Recovery,Bodyweight,,,,,,,,,,Strength;Mobility,Hip Adductors;Quads,Glutes;Hamstrings,Lateral Squat,rename-to:Cossack Squat,medium,retagged Mobility -> Squat; Direction Lateral,,direction:Lateral
f3d47b88-b89d-4e0b-9c3d-5cbc08870ab6,Cross Body Single-Arm Floor Press,derives:Bench Press,false,Push/Press,Weightlifting,Kettlebell;Floor,,Supine,,Unilateral,,,,,,Strength,Chest;Triceps,Core;Shoulders,Supine Floor Kettlebell Bench Press,keep-custom,low,floor press = Supine stance + Floor; cross-body cue not expressible; Bench Press noun awkward for floor work,,
477d482e-f23f-42eb-b060-bcc916c2271c,Cross Body Single-Leg Romanian Deadlift,derives:Deadlift,false,Hinge,Weightlifting,Kettlebell,,Single-Leg,Partial,Unilateral,,,,,,Strength,Glutes;Hamstrings,Core;Forearms / Grip;Lower Back,Partial Single-Leg Kettlebell Deadlift,keep-custom,medium,cross-body hold not expressible; curated name,,
55493476-6af2-4fd3-92c9-d40176e56b6b,Crunch And Replace,derives:Crunch,false,Midline,Weightlifting,Med Ball,,,,,,,,,,Strength,Core,,Med Ball Crunch,keep-custom,high,med-ball crunch with an overhead pass; Med Ball equipment,,
da5fcd1e-b402-41ae-a144-5596aaa510d1,Crunches,core:Crunch,false,Midline,Gymnastics,,,,,,,,,,,Strength,Core,,Crunch,rename-to:Crunch,high,"NEW CORE: partial-ROM thoracic-flexion root; still deliberately NOT a Sit-Up derivation (that Gate A ruling stands); accessory core; core carries no equipment (new convention); default ""Bodyweight;Floor"" is name-suppression only, not identity",,"core_default_equipment:Bodyweight,Floor"
4a933d94-d40d-4a6f-aff9-aab851f7f5f5,Crush Push Ups,derives:Push-Up,false,Push/Press,Gymnastics,Bodyweight;Floor,,,,,,,,Crush,,Strength,Chest;Triceps,Core;Shoulders,Crush Push-Up,rename-to:Crush Push-Up,medium,"CORRECTION 6: a crush push-up is not a diamond push-up; style Crush, Close grip removed",,style:Crush
b6cb3ae1-3280-47b9-aa09-e1d7da646992,D Ball Over Shoulder,outlier,false,Throw,Weightlifting,Sandbag,,,,,,,,,,Strength,Full Body;Glutes;Hamstrings;Upper Back,Core;Forearms / Grip;Shoulders,,keep-custom,medium,"odd-object over-shoulder; single row, no core",,
ae7f41c1-fa4d-4f28-a255-5d48be5eb532,Deadlift,core:Deadlift,true,Hinge,Weightlifting,,,,,,,,,,,Strength,Glutes;Hamstrings;Lower Back,Core;Forearms / Grip;Upper Back,Deadlift,keep-custom,high,"keep as-is; core carries no equipment (new convention); default ""Barbell"" is name-suppression only, not identity",,core_default_equipment:Barbell
649bb575-4931-40b4-8236-3e84fed0eeeb,Decline Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Barbell;Bench,,,,,,,Decline,,,Strength,Chest;Triceps,,Decline Bench Press,adopt-generated,high,Bench Angle addendum,,
518bb58b-48dd-4736-a597-63af49d07316,Depth Jump,derives:Jump,false,Plyometric,Gymnastics,Box;Bodyweight,,,,,,,,Plyometric,,Skill,Calves;Glutes;Quads,Core;Hamstrings,Plyo Box Jump,keep-custom,medium,"drop-and-rebound; Plyo + Box, curated name",,
0cf83693-8e3a-42e8-97be-ed7b42f9b9a5,Diagonal Delt Raise,derives:Raise,false,Push/Press,Weightlifting,Dumbbell,,,,,,,,,,Strength,Shoulders,,Diagonal Raise,keep-custom,high,Direction Diagonal (scaption); the Front Raise collision the prior pass feared is now expressible,,direction:Diagonal
fe1484e2-c645-4c11-95cf-ea1669af44f9,Dip,core:Dip,true,Push/Press,Gymnastics,,,,,,,,,,,Skill,Chest;Shoulders;Triceps,,Dip,keep-custom,high,"promoted core; dip station implied by Bodyweight (no station equipment value); core carries no equipment (new convention); default ""Bodyweight"" is name-suppression only, not identity",,core_default_equipment:Bodyweight
e1e31e87-93f9-4d83-8b0f-73c6f0beaf3d,Dip Or Seated Machine Dip,duplicate-of:Dip,false,Pull,Weightlifting,Bodyweight,,,,,,,,,,Strength,Triceps,Chest;Shoulders,,keep-custom,medium,either/or junk row; merges into core Dip,,
67bb9120-8b5d-41f4-aa69-78f77713f866,Dips,duplicate-of:Dip,false,Push/Press,Weightlifting,Bodyweight,,,,,,,,,,Strength,Chest;Triceps,Shoulders,,keep-custom,high,merges into core Dip,,
ddf11ab7-eb62-4e96-a307-672cceaab5a7,Dips - Tricep Version,duplicate-of:Dip,false,Push/Press,Weightlifting,Bodyweight,,,,,,,,,,Strength,Chest;Triceps,,,keep-custom,medium,merges into core Dip; torso-angle cue is not identity,,
0f79c9ab-7ed2-4473-a314-02fbad499143,Donkey Calf Raise,derives:Calf Raise,false,Activation,Weightlifting,Dumbbell,,,,,,,,,,Strength,Calves,,Dumbbell Donkey Calf Raise,keep-custom,medium,"CORRECTION 5: the defining feature is hip flexion, not the dumbbell; variant donkey (Dumbbell alone generated a different exercise)",donkey,variant:donkey
f7222122-0ffa-4337-8edd-9040e7c45190,Double Bell Clean,derives:Clean,false,Olympic,Weightlifting,Kettlebell,Double Front Rack,,,,,,,,,Strength,Glutes;Hamstrings;Shoulders,Core;Forearms / Grip;Upper Back,Kettlebell Double Front Rack Clean,rename-to:Double Kettlebell Clean,medium,Double Front Rack + Kettlebell,,
a260b34d-f5ca-4b01-9ee1-0e0800c4e9f4,Double-Under,derives:Jump Rope,true,Rope,Monostructural,Jump Rope,,,,,,,,,,MetCon,Calves;Full Body,,Double-Under Jump Rope,keep-custom,high,RESOLVED COLLISION: variant double-under replaces the declared collision with the Jump Rope core,double-under,variant:double-under
41da4c6b-d777-4266-adec-cb6cbff347d2,Dumbbell Bench Press,derives:Bench Press,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,,,,,Strength,Chest;Shoulders;Triceps,,Dumbbell Bench Press,adopt-generated,high,Dumbbell,,
40030b7f-c667-4b67-8e7a-d64c1ff9b132,Dumbbell Bridge Fly,derives:Chest Fly,false,Push/Press,Weightlifting,Dumbbell,,Bridge,,,,,,,,Strength,Chest,Glutes;Shoulders,Bridge Chest Fly,keep-custom,high,stance Bridge (new value); the hold-plus-movement exclusion is lifted,,stance:Bridge
8c5de959-e01c-4c6b-9aed-ff856062f730,Dumbbell Bridge Single Chest Press,derives:Bench Press,false,Push/Press,Weightlifting,Dumbbell,,Bridge,,Unilateral,,,,,,Strength,Chest,Core;Glutes;Shoulders;Triceps,Bridge Dumbbell Bench Press,keep-custom,medium,stance Bridge - bridge IS a stance now,,stance:Bridge
20af318d-079c-4146-8494-b43e35375cdb,Dumbbell Bulgarian Split Squat,derives:Lunge,false,Lunge,Gymnastics,Dumbbell;Bench,Suitcase,Split,,Unilateral,,,,,,Strength,Glutes;Quads,,Split Bench Dumbbell Suitcase Lunge,keep-custom,high,Split (RFE) + Dumbbell + Bench,,
80d46a74-c62a-4849-920f-22d326bf7cef,Dumbbell Chest Fly,core:Chest Fly,false,Push/Press,Weightlifting,,,,,,,,,,,Strength,Chest,Shoulders,Chest Fly,rename-to:Chest Fly,high,"NEW CORE: horizontal-adduction root; Dumbbell;Bench are its silent default equipment (mirrors Bench Press); named 'Chest Fly' so rear-delt and lat flies stay outside it; core carries no equipment (new convention); default ""Dumbbell;Bench"" is name-suppression only, not identity",,"core_default_equipment:Dumbbell,Bench"
af357f8f-5f0f-475a-952f-9c4a90db114d,Dumbbell Goblet Squat,derives:Squat,false,Squat,Gymnastics,Dumbbell,Goblet,,,,,,,,,Strength,Glutes;Quads,Core;Hamstrings,Dumbbell Goblet Squat,adopt-generated,high,Goblet load + Dumbbell,,
c0af3ce1-cb39-47c8-a196-f9eb7438bb87,Dumbbell Hold,outlier,false,Carry,Weightlifting,Dumbbell,,,,,,,,,,Strength,Biceps,Forearms / Grip,,keep-custom,medium,static grip hold; Carry-adjacent but not a carry,,
25809b50-015b-4578-9ac8-e73ec9d8be26,Dumbbell Shoulder Press,derives:Press,false,Push/Press,Weightlifting,Dumbbell,,,,,,,,,,Strength,Shoulders;Triceps,,Dumbbell Press,keep-custom,high,'Shoulder Press' is common usage; generated would be 'Dumbbell Press',,
c8e35862-3134-4543-9302-4529d8eac79c,Dumbbell Squeeze Press,derives:Bench Press,false,Push/Press,Weightlifting,Dumbbell;Bench,,,,,,,,Crush,,Strength,Chest,Shoulders;Triceps,Crush Dumbbell Bench Press,keep-custom,medium,style Crush - the Close-Grip DB Bench collision the prior pass feared is gone,,style:Crush
